Date,Time(UTC-3),Time from start,Latitude,Longitude,Altitude (m),Distance from start (m),Vn (km/h),Ve (km/h),Vd (km/h),Vf (km/h), Vl (km/h),Speed (km/h),Ax,Ay,Az,Af,Al,Ad,Heading,Pitch,Roll,Wx,Wy,Wz,Wf,Wl,Wd,LatitudeAcc,LongitudeAcc,AltitudeAcc (m),VnAcc (km/h),VeAcc (km/h),VdAcc (km/h),PitchAcc,RollAcc,HeadingAcc,Online Heave Value (m),iHeave Date,iHeave Time (UTC-3),iHeave Value (m),
2022-10-29,12:57:10.350,0.000,45.96110065,-66.62690559,-20.567,0.000,-0.022,-0.023,0.044,0.029,-0.014,0.032,-0.494,-0.868,-9.760,0.006,-0.004,-9.811,253.721,-2.919,5.059,0.170,0.215,0.100,0.163,0.205,0.127,,,,,,,,,,0.032,,,,
2022-10-29,12:57:09.350,1.000,45.96110063,-66.62690559,-20.567,0.009,-0.023,-0.022,0.043,0.028,-0.016,0.032,-0.495,-0.863,-9.761,0.005,0.001,-9.811,253.723,-2.920,5.060,0.064,0.128,0.026,0.062,0.126,0.040,0.063,0.063,0.075,0.130,0.130,0.047,0.101,0.101,0.176,0.030,,,,
2022-10-29,12:57:10.350,2.000,45.96110061,-66.62690559,-20.565,0.018,-0.022,-0.023,0.042,0.028,-0.015,0.032,-0.498,-0.862,-9.759,0.001,0.003,-9.810,253.717,-2.921,5.066,0.307,-0.043,0.013,0.306,-0.044,0.025,0.063,0.063,0.075,0.130,0.130,0.047,0.101,0.101,0.176,0.030,,,,
2022-10-29,12:57:11.350,3.000,45.96110062,-66.62690560,-20.564,0.026,-0.017,-0.024,0.041,0.028,-0.009,0.030,-0.497,-0.860,-9.754,0.002,0.004,-9.804,253.711,-2.921,5.066,-0.131,-0.036,-0.048,-0.128,-0.032,-0.057,0.063,0.063,0.075,0.130,0.130,0.047,0.101,0.101,0.176,0.030,,,,
2022-10-29,12:57:12.350,4.000,45.96110062,-66.62690562,-20.562,0.035,-0.010,-0.027,0.041,0.029,-0.002,0.029,-0.497,-0.868,-9.760,0.003,-0.002,-9.811,253.695,-2.917,5.071,-0.147,0.329,0.116,-0.154,0.317,0.137,0.063,0.063,0.075,0.130,0.130,0.047,0.100,0.100,0.176,0.030,,,,
2022-10-29,12:57:13.350,5.000,45.96110064,-66.62690561,-20.562,0.043,-0.004,-0.027,0.040,0.027,0.004,0.027,-0.497,-0.862,-9.766,0.003,0.005,-9.816,253.688,-2.915,5.074,0.226,0.340,0.091,0.220,0.330,0.132,0.063,0.063,0.075,0.130,0.130,0.047,0.101,0.100,0.176,0.030,,,,
2022-10-29,12:57:14.350,6.000,45.96110069,-66.62690559,-20.561,0.050,0.005,-0.025,0.040,0.023,0.011,0.025,-0.495,-0.863,-9.762,0.003,0.004,-9.813,253.693,-2.913,5.075,0.078,0.084,0.095,0.073,0.075,0.106,0.063,0.063,0.075,0.130,0.130,0.047,0.100,0.100,0.175,0.030,,,,
2022-10-29,12:57:15.350,7.000,45.96110074,-66.62690559,-20.562,0.057,0.015,-0.023,0.039,0.018,0.021,0.027,-0.488,-0.867,-9.760,0.010,-0.000,-9.810,253.696,-2.910,5.077,0.034,0.274,0.313,0.017,0.246,0.337,0.063,0.063,0.075,0.130,0.130,0.047,0.100,0.100,0.175,0.030,,,,
2022-10-29,12:57:16.350,8.000,45.96110078,-66.62690558,-20.563,0.065,0.022,-0.021,0.039,0.013,0.027,0.030,-0.501,-0.858,-9.767,-0.003,0.010,-9.817,253.692,-2.907,5.081,0.273,0.201,-0.136,0.279,0.212,-0.104,0.063,0.063,0.075,0.130,0.130,0.047,0.100,0.099,0.183,0.030,,,,
2022-10-29,12:57:17.350,9.000,45.96110081,-66.62690557,-20.564,0.074,0.026,-0.017,0.039,0.009,0.030,0.031,-0.503,-0.862,-9.756,-0.005,0.005,-9.807,253.695,-2.908,5.080,-0.104,0.011,-0.368,-0.085,0.044,-0.370,0.062,0.062,0.074,0.130,0.130,0.047,0.100,0.100,0.180,0.030,,,,
2022-10-29,12:57:18.350,10.000,45.96110083,-66.62690556,-20.566,0.082,0.025,-0.015,0.038,0.007,0.028,0.029,-0.499,-0.851,-9.767,-0.000,0.017,-9.817,253.691,-2.914,5.078,0.443,-0.316,-0.123,0.450,-0.304,-0.127,0.063,0.063,0.075,0.130,0.130,0.047,0.099,0.099,0.178,0.028,,,,
2022-10-29,12:57:19.350,11.000,45.96110083,-66.62690558,-20.566,0.090,0.022,-0.015,0.037,0.008,0.025,0.026,-0.500,-0.865,-9.758,-0.002,0.002,-9.809,253.700,-2.910,5.073,0.022,-0.048,0.025,0.021,-0.050,0.021,0.063,0.062,0.075,0.130,0.130,0.047,0.100,0.099,0.177,0.028,,,,
2022-10-29,12:57:20.350,12.000,45.96110083,-66.62690555,-20.565,0.097,0.020,-0.014,0.036,0.008,0.023,0.024,-0.493,-0.863,-9.759,0.005,0.003,-9.809,253.700,-2.912,5.072,-0.017,-0.166,-0.053,-0.014,-0.161,-0.068,0.063,0.063,0.075,0.130,0.130,0.047,0.099,0.099,0.176,0.028,,,,
2022-10-29,12:57:21.350,13.000,45.96110082,-66.62690556,-20.564,0.103,0.016,-0.015,0.035,0.010,0.019,0.022,-0.494,-0.861,-9.767,0.004,0.005,-9.817,253.712,-2.912,5.069,0.257,0.081,0.211,0.246,0.062,0.230,0.063,0.063,0.075,0.130,0.130,0.047,0.099,0.099,0.175,0.028,,,,
2022-10-29,12:57:22.350,14.000,45.96110079,-66.62690555,-20.564,0.108,0.008,-0.013,0.035,0.011,0.011,0.015,-0.496,-0.858,-9.760,0.002,0.007,-9.811,253.713,-2.913,5.065,0.025,0.069,-0.077,0.028,0.075,-0.070,0.063,0.062,0.075,0.130,0.130,0.047,0.098,0.098,0.175,0.028,,,,
2022-10-29,12:57:23.350,15.000,45.96110078,-66.62690556,-20.565,0.112,0.004,-0.015,0.035,0.013,0.008,0.015,-0.499,-0.860,-9.756,-0.001,0.005,-9.806,253.698,-2.913,5.067,-0.079,0.133,-0.086,-0.075,0.140,-0.078,0.062,0.062,0.074,0.126,0.126,0.047,0.099,0.098,0.175,0.028,,,,
2022-10-29,12:57:24.350,16.000,45.96110080,-66.62690555,-20.566,0.116,0.005,-0.014,0.035,0.012,0.009,0.015,-0.492,-0.864,-9.751,0.006,0.000,-9.802,253.689,-2.913,5.062,-0.155,-0.135,0.209,-0.165,-0.153,0.188,0.063,0.063,0.075,0.130,0.130,0.047,0.098,0.098,0.175,0.028,,,,
2022-10-29,12:57:25.350,17.000,45.96110081,-66.62690553,-20.567,0.120,0.005,-0.011,0.035,0.009,0.008,0.012,-0.499,-0.863,-9.752,-0.000,0.001,-9.803,253.707,-2.915,5.062,-0.111,-0.120,-0.166,-0.102,-0.105,-0.181,0.063,0.062,0.075,0.130,0.130,0.047,0.099,0.098,0.175,0.028,,,,
2022-10-29,12:57:26.350,18.000,45.96110079,-66.62690549,-20.567,0.123,-0.000,-0.007,0.035,0.007,0.002,0.007,-0.497,-0.867,-9.759,0.001,-0.003,-9.810,253.721,-2.910,5.059,-0.300,0.092,0.149,-0.308,0.079,0.141,0.063,0.063,0.075,0.130,0.130,0.047,0.098,0.097,0.175,0.028,,,,
2022-10-29,12:57:27.350,19.000,45.96110077,-66.62690545,-20.568,0.125,-0.006,-0.003,0.034,0.005,-0.005,0.007,-0.493,-0.866,-9.750,0.005,-0.003,-9.800,253.707,-2.910,5.060,-0.111,-0.298,0.025,-0.111,-0.299,-0.007,0.063,0.063,0.075,0.130,0.130,0.047,0.097,0.097,0.174,0.028,,,,
2022-10-29,12:57:28.350,20.000,45.96110073,-66.62690544,-20.566,0.127,-0.010,-0.001,0.033,0.004,-0.010,0.010,-0.490,-0.867,-9.754,0.007,-0.003,-9.805,253.692,-2.907,5.061,0.138,0.053,0.213,0.127,0.034,0.224,0.063,0.062,0.075,0.126,0.126,0.047,0.097,0.097,0.174,0.026,,,,
2022-10-29,12:57:29.350,21.000,45.96110071,-66.62690540,-20.566,0.130,-0.011,0.001,0.033,0.002,-0.011,0.011,-0.499,-0.873,-9.769,-0.001,-0.008,-9.821,253.687,-2.906,5.059,-0.266,0.299,0.044,-0.270,0.294,0.057,0.062,0.062,0.074,0.126,0.126,0.047,0.097,0.097,0.174,0.026,,,,
2022-10-29,12:57:30.350,22.000,45.96110069,-66.62690538,-20.565,0.133,-0.010,0.003,0.033,0.000,-0.010,0.010,-0.482,-0.861,-9.744,0.015,0.002,-9.793,253.673,-2.909,5.064,0.387,-0.320,0.315,0.372,-0.347,0.305,0.063,0.063,0.075,0.130,0.130,0.047,0.097,0.097,0.174,0.026,,,,
2022-10-29,12:57:31.350,23.000,45.96110069,-66.62690540,-20.566,0.136,-0.007,-0.003,0.032,0.004,-0.006,0.007,-0.499,-0.869,-9.760,-0.001,-0.003,-9.811,253.644,-2.914,5.068,-0.117,0.131,0.065,-0.121,0.124,0.070,0.063,0.062,0.075,0.126,0.126,0.047,0.097,0.096,0.174,0.026,,,,
2022-10-29,12:57:32.350,24.000,45.96110071,-66.62690546,-20.567,0.138,-0.001,-0.013,0.032,0.012,0.002,0.013,-0.498,-0.864,-9.769,0.002,0.003,-9.819,253.627,-2.917,5.072,0.139,-0.074,0.033,0.138,-0.077,0.034,0.062,0.062,0.074,0.126,0.126,0.047,0.097,0.097,0.174,0.024,,,,
2022-10-29,12:57:33.350,25.000,45.96110077,-66.62690549,-20.567,0.143,0.010,-0.017,0.031,0.014,0.015,0.020,-0.492,-0.862,-9.747,0.006,0.004,-9.798,253.633,-2.913,5.078,-0.044,-0.142,-0.072,-0.040,-0.135,-0.086,0.063,0.063,0.075,0.130,0.130,0.047,0.096,0.096,0.174,0.024,,,,
2022-10-29,12:57:34.350,26.000,45.96110080,-66.62690549,-20.568,0.149,0.020,-0.017,0.031,0.010,0.024,0.026,-0.508,-0.860,-9.778,-0.010,0.009,-9.829,253.646,-2.906,5.080,0.013,0.454,-0.019,0.012,0.454,0.022,0.063,0.062,0.075,0.126,0.126,0.047,0.096,0.096,0.173,0.024,,,,
2022-10-29,12:57:35.350,27.000,45.96110082,-66.62690549,-20.567,0.157,0.024,-0.015,0.030,0.008,0.028,0.029,-0.491,-0.871,-9.758,0.006,-0.004,-9.809,253.653,-2.905,5.080,-0.231,0.081,0.358,-0.250,0.049,0.351,0.062,0.062,0.074,0.126,0.126,0.047,0.096,0.096,0.174,0.024,,,,
2022-10-29,12:57:36.350,28.000,45.96110083,-66.62690549,-20.566,0.165,0.029,-0.014,0.030,0.005,0.031,0.032,-0.498,-0.864,-9.771,0.000,0.006,-9.821,253.647,-2.907,5.084,0.155,0.124,0.042,0.152,0.120,0.060,0.063,0.063,0.075,0.126,0.126,0.047,0.096,0.095,0.173,0.022,,,,
2022-10-29,12:57:37.350,29.000,45.96110086,-66.62690552,-20.565,0.175,0.033,-0.016,0.030,0.006,0.037,0.037,-0.491,-0.871,-9.759,0.007,-0.002,-9.810,253.650,-2.908,5.087,-0.014,0.034,0.414,-0.035,-0.002,0.414,0.063,0.062,0.075,0.126,0.126,0.047,0.096,0.096,0.174,0.022,,,,
2022-10-29,12:57:38.350,30.000,45.96110090,-66.62690552,-20.564,0.186,0.042,-0.016,0.029,0.004,0.045,0.045,-0.498,-0.864,-9.755,-0.001,0.006,-9.806,253.650,-2.905,5.092,-0.065,0.085,-0.198,-0.056,0.103,-0.193,0.063,0.063,0.075,0.126,0.126,0.047,0.096,0.095,0.173,0.022,,,,
2022-10-29,12:57:39.350,31.000,45.96110094,-66.62690552,-20.563,0.200,0.049,-0.017,0.028,0.003,0.051,0.051,-0.491,-0.862,-9.756,0.006,0.007,-9.807,253.670,-2.906,5.090,0.097,-0.012,0.158,0.089,-0.026,0.161,0.063,0.063,0.075,0.126,0.126,0.047,0.095,0.095,0.173,0.022,,,,
2022-10-29,12:57:40.350,32.000,45.96110093,-66.62690551,-20.562,0.214,0.045,-0.015,0.028,0.002,0.048,0.048,-0.492,-0.868,-9.757,0.006,-0.000,-9.808,253.693,-2.906,5.084,-0.061,0.120,0.158,-0.069,0.105,0.165,0.062,0.062,0.075,0.126,0.126,0.047,0.095,0.095,0.173,0.022,,,,
2022-10-29,12:57:41.350,33.000,45.96110090,-66.62690551,-20.561,0.226,0.037,-0.013,0.028,0.002,0.039,0.039,-0.494,-0.861,-9.759,0.004,0.007,-9.809,253.702,-2.909,5.079,0.198,-0.041,0.016,0.197,-0.042,0.022,0.062,0.062,0.074,0.126,0.126,0.047,0.095,0.095,0.173,0.022,,,,
2022-10-29,12:57:42.350,34.000,45.96110091,-66.62690551,-20.561,0.237,0.033,-0.013,0.027,0.003,0.035,0.035,-0.481,-0.865,-9.737,0.016,-0.000,-9.787,253.701,-2.907,5.076,0.012,-0.420,0.403,-0.006,-0.454,0.364,0.063,0.063,0.075,0.126,0.126,0.047,0.095,0.095,0.172,0.020,,,,
2022-10-29,12:57:43.350,35.000,45.96110092,-66.62690550,-20.561,0.246,0.032,-0.011,0.027,0.002,0.034,0.034,-0.499,-0.865,-9.754,-0.002,0.001,-9.805,253.707,-2.908,5.073,-0.077,-0.114,-0.174,-0.067,-0.098,-0.187,0.063,0.062,0.075,0.126,0.126,0.047,0.095,0.094,0.172,0.020,,,,
2022-10-29,12:57:44.350,36.000,45.96110092,-66.62690548,-20.562,0.255,0.027,-0.008,0.026,-0.000,0.028,0.028,-0.488,-0.871,-9.744,0.008,-0.007,-9.795,253.717,-2.905,5.067,-0.130,-0.088,0.280,-0.144,-0.113,0.264,0.062,0.062,0.074,0.126,0.126,0.047,0.095,0.094,0.172,0.020,,,,
2022-10-29,12:57:45.350,37.000,45.96110090,-66.62690546,-20.563,0.262,0.018,-0.004,0.025,-0.001,0.018,0.018,-0.496,-0.856,-9.753,0.001,0.007,-9.803,253.706,-2.906,5.060,0.267,-0.196,-0.002,0.268,-0.195,-0.006,0.063,0.063,0.075,0.126,0.126,0.047,0.094,0.093,0.172,0.020,,,,
2022-10-29,12:57:46.350,38.000,45.96110084,-66.62690546,-20.565,0.264,0.001,-0.000,0.025,0.000,0.001,0.001,-0.497,-0.858,-9.759,-0.000,0.005,-9.809,253.691,-2.905,5.051,0.139,-0.096,0.056,0.136,-0.100,0.054,0.062,0.062,0.075,0.126,0.126,0.047,0.093,0.093,0.172,0.020,,,,
2022-10-29,12:57:47.350,39.000,45.96110078,-66.62690544,-20.566,0.266,-0.013,0.004,0.025,0.000,-0.014,0.014,-0.497,-0.860,-9.749,-0.001,0.001,-9.799,253.697,-2.903,5.050,0.010,-0.150,-0.158,0.019,-0.136,-0.170,0.062,0.062,0.074,0.126,0.126,0.047,0.094,0.093,0.172,0.020,,,,
2022-10-29,12:57:48.350,40.000,45.96110073,-66.62690543,-20.567,0.271,-0.022,0.006,0.024,-0.000,-0.023,0.023,-0.499,-0.861,-9.757,-0.002,0.002,-9.807,253.711,-2.904,5.052,0.116,-0.046,-0.217,0.127,-0.027,-0.214,0.063,0.063,0.075,0.126,0.126,0.047,0.093,0.093,0.172,0.020,,,,
2022-10-29,12:57:49.350,41.000,45.96110070,-66.62690542,-20.566,0.278,-0.024,0.008,0.024,-0.000,-0.026,0.026,-0.493,-0.868,-9.757,0.004,-0.005,-9.807,253.712,-2.903,5.055,-0.113,0.083,0.043,-0.116,0.078,0.044,0.063,0.062,0.075,0.126,0.126,0.047,0.093,0.093,0.172,0.020,,,,
2022-10-29,12:57:50.350,42.000,45.96110072,-66.62690544,-20.564,0.284,-0.015,0.005,0.025,-0.001,-0.016,0.016,-0.493,-0.867,-9.757,0.003,-0.003,-9.808,253.722,-2.900,5.063,0.002,0.151,0.197,-0.009,0.133,0.209,0.063,0.063,0.075,0.126,0.126,0.047,0.093,0.093,0.172,0.020,,,,
2022-10-29,12:57:51.350,43.000,45.96110076,-66.62690543,-20.563,0.287,-0.004,0.005,0.023,-0.003,-0.005,0.006,-0.497,-0.870,-9.760,-0.000,-0.004,-9.811,253.727,-2.903,5.066,-0.105,0.158,0.093,-0.110,0.149,0.101,0.063,0.062,0.075,0.126,0.126,0.047,0.093,0.092,0.172,0.020,,,,
2022-10-29,12:57:52.350,44.000,45.96110078,-66.62690543,-20.561,0.288,0.006,0.001,0.023,-0.003,0.005,0.006,-0.499,-0.864,-9.754,-0.002,0.002,-9.805,253.719,-2.909,5.072,-0.258,-0.140,-0.191,-0.248,-0.123,-0.216,0.062,0.062,0.075,0.126,0.126,0.047,0.092,0.092,0.171,0.020,,,,
2022-10-29,12:57:53.350,45.000,45.96110081,-66.62690543,-20.560,0.291,0.015,-0.004,0.023,-0.000,0.016,0.016,-0.487,-0.873,-9.748,0.011,-0.007,-9.800,253.713,-2.908,5.079,-0.100,0.076,0.292,-0.115,0.050,0.292,0.062,0.062,0.074,0.122,0.122,0.047,0.093,0.092,0.172,0.020,,,,
2022-10-29,12:57:54.350,46.000,45.96110085,-66.62690548,-20.559,0.297,0.022,-0.011,0.023,0.004,0.024,0.025,-0.487,-0.865,-9.747,0.011,0.001,-9.797,253.721,-2.914,5.077,-0.006,-0.325,0.113,-0.010,-0.334,0.083,0.063,0.062,0.075,0.126,0.126,0.047,0.092,0.092,0.171,0.020,,,,
2022-10-29,12:57:55.350,47.000,45.96110088,-66.62690555,-20.558,0.305,0.025,-0.021,0.023,0.013,0.030,0.033,-0.492,-0.855,-9.762,0.008,0.013,-9.811,253.737,-2.919,5.077,0.154,-0.187,-0.028,0.156,-0.184,-0.036,0.062,0.062,0.075,0.126,0.126,0.047,0.093,0.092,0.172,0.018,,,,
2022-10-29,12:57:56.350,48.000,45.96110091,-66.62690560,-20.558,0.315,0.028,-0.028,0.022,0.019,0.034,0.039,-0.502,-0.862,-9.761,-0.003,0.005,-9.812,253.739,-2.914,5.078,0.024,0.273,0.084,0.019,0.265,0.109,0.063,0.063,0.075,0.126,0.126,0.047,0.092,0.092,0.171,0.018,,,,
2022-10-29,12:57:57.350,49.000,45.96110092,-66.62690563,-20.557,0.326,0.026,-0.031,0.022,0.022,0.034,0.040,-0.484,-0.871,-9.739,0.015,-0.007,-9.790,253.749,-2.921,5.071,-0.332,-0.343,0.234,-0.342,-0.362,0.185,0.063,0.062,0.075,0.126,0.126,0.047,0.092,0.091,0.171,0.018,,,,
2022-10-29,12:57:58.350,50.000,45.96110092,-66.62690562,-20.557,0.337,0.021,-0.030,0.022,0.023,0.028,0.036,-0.502,-0.857,-9.751,-0.003,0.008,-9.802,253.768,-2.919,5.071,0.065,-0.026,-0.169,0.073,-0.011,-0.167,0.062,0.062,0.075,0.122,0.122,0.047,0.091,0.091,0.171,0.018,,,,
2022-10-29,12:57:59.350,51.000,45.96110089,-66.62690560,-20.555,0.346,0.013,-0.025,0.022,0.021,0.019,0.028,-0.503,-0.853,-9.768,-0.004,0.013,-9.818,253.772,-2.916,5.067,0.184,0.025,-0.217,0.195,0.044,-0.204,0.062,0.062,0.074,0.122,0.122,0.047,0.092,0.091,0.172,0.018,,,,
2022-10-29,12:58:00.350,52.000,45.96110081,-66.62690556,-20.553,0.353,0.000,-0.021,0.022,0.020,0.006,0.021,-0.497,-0.863,-9.757,0.002,0.001,-9.808,253.768,-2.914,5.060,-0.160,0.077,0.097,-0.165,0.068,0.095,0.063,0.062,0.075,0.122,0.122,0.047,0.091,0.091,0.172,0.018,,,,
2022-10-29,12:58:01.350,53.000,45.96110075,-66.62690552,-20.552,0.358,-0.011,-0.013,0.021,0.016,-0.007,0.017,-0.497,-0.866,-9.763,0.001,-0.001,-9.814,253.748,-2.909,5.060,-0.019,0.189,0.003,-0.020,0.188,0.019,0.062,0.062,0.075,0.122,0.122,0.047,0.091,0.091,0.171,0.016,,,,
2022-10-29,12:58:02.350,54.000,45.96110072,-66.62690546,-20.551,0.362,-0.012,-0.005,0.021,0.008,-0.010,0.013,-0.495,-0.864,-9.749,0.001,-0.000,-9.799,253.747,-2.905,5.064,-0.014,0.045,0.043,-0.017,0.041,0.046,0.062,0.062,0.074,0.122,0.122,0.047,0.091,0.091,0.172,0.016,,,,
2022-10-29,12:58:03.350,55.000,45.96110073,-66.62690541,-20.551,0.365,-0.005,0.001,0.020,0.000,-0.005,0.006,-0.500,-0.863,-9.762,-0.003,0.003,-9.813,253.742,-2.904,5.068,0.146,0.044,0.014,0.144,0.043,0.025,0.063,0.062,0.075,0.122,0.122,0.047,0.091,0.090,0.171,0.016,,,,
2022-10-29,12:58:04.350,56.000,45.96110077,-66.62690542,-20.551,0.366,0.004,0.001,0.020,-0.002,0.004,0.004,-0.496,-0.865,-9.747,0.000,-0.000,-9.798,253.740,-2.903,5.070,0.004,-0.363,-0.174,0.014,-0.346,-0.205,0.062,0.062,0.075,0.122,0.122,0.047,0.090,0.090,0.171,0.016,,,,
2022-10-29,12:58:05.350,57.000,45.96110083,-66.62690542,-20.551,0.368,0.015,0.001,0.019,-0.006,0.014,0.015,-0.494,-0.860,-9.758,0.002,0.006,-9.809,253.737,-2.899,5.071,0.180,0.132,0.104,0.174,0.123,0.124,0.062,0.062,0.074,0.122,0.122,0.047,0.091,0.090,0.171,0.016,,,,
2022-10-29,12:58:06.350,58.000,45.96110086,-66.62690546,-20.552,0.373,0.019,-0.001,0.019,-0.004,0.019,0.019,-0.495,-0.864,-9.748,0.002,0.001,-9.799,253.729,-2.903,5.070,0.052,-0.184,-0.051,0.055,-0.179,-0.064,0.063,0.062,0.075,0.122,0.122,0.047,0.090,0.089,0.171,0.016,,,,
2022-10-29,12:58:07.350,59.000,45.96110086,-66.62690550,-20.552,0.378,0.016,-0.005,0.018,0.000,0.017,0.017,-0.499,-0.861,-9.749,-0.002,0.003,-9.800,253.727,-2.907,5.067,-0.009,-0.141,-0.193,0.002,-0.123,-0.205,0.062,0.062,0.075,0.122,0.122,0.047,0.089,0.089,0.171,0.016,,,,
2022-10-29,12:58:08.350,60.000,45.96110084,-66.62690551,-20.552,0.382,0.009,-0.006,0.018,0.004,0.011,0.011,-0.504,-0.860,-9.765,-0.007,0.006,-9.816,253.728,-2.906,5.064,-0.006,0.196,-0.215,0.004,0.214,-0.197,0.062,0.062,0.074,0.122,0.122,0.047,0.090,0.089,0.171,0.016,,,,
2022-10-29,12:58:09.350,61.000,45.96110081,-66.62690551,-20.551,0.384,0.001,-0.007,0.018,0.006,0.003,0.007,-0.491,-0.869,-9.758,0.007,-0.005,-9.809,253.714,-2.912,5.059,-0.048,-0.191,0.202,-0.057,-0.208,0.181,0.063,0.062,0.075,0.122,0.122,0.047,0.089,0.089,0.170,0.016,,,,
2022-10-29,12:58:10.350,62.000,45.96110079,-66.62690550,-20.550,0.386,-0.003,-0.007,0.018,0.007,-0.000,0.007,-0.491,-0.868,-9.745,0.007,-0.005,-9.796,253.707,-2.911,5.064,-0.190,-0.130,0.071,-0.192,-0.136,0.050,0.062,0.062,0.075,0.122,0.122,0.047,0.089,0.089,0.170,0.016,,,,
2022-10-29,12:58:11.350,63.000,45.96110081,-66.62690549,-20.550,0.388,0.001,-0.007,0.017,0.006,0.003,0.007,-0.491,-0.868,-9.755,0.008,-0.003,-9.806,253.704,-2.912,5.070,-0.167,-0.103,0.377,-0.185,-0.135,0.358,0.062,0.062,0.074,0.122,0.122,0.047,0.089,0.089,0.170,0.016,,,,
2022-10-29,12:58:12.350,64.000,45.96110084,-66.62690548,-20.551,0.391,0.010,-0.008,0.017,0.004,0.012,0.013,-0.495,-0.862,-9.755,0.002,0.004,-9.806,253.697,-2.909,5.075,0.002,0.062,-0.091,0.007,0.070,-0.085,0.062,0.062,0.075,0.122,0.122,0.047,0.089,0.089,0.170,0.016,,,,
2022-10-29,12:58:13.350,65.000,45.96110087,-66.62690552,-20.551,0.396,0.018,-0.012,0.016,0.006,0.020,0.021,-0.503,-0.855,-9.767,-0.004,0.012,-9.817,253.689,-2.910,5.076,0.044,-0.015,-0.080,0.048,-0.008,-0.078,0.062,0.062,0.075,0.122,0.122,0.047,0.089,0.089,0.170,0.016,,,,
2022-10-29,12:58:14.350,66.000,45.96110090,-66.62690554,-20.553,0.403,0.023,-0.016,0.016,0.009,0.027,0.028,-0.498,-0.858,-9.761,-0.000,0.009,-9.811,253.673,-2.910,5.079,0.309,0.031,-0.105,0.314,0.040,-0.086,0.063,0.062,0.075,0.122,0.122,0.047,0.089,0.088,0.170,0.016,,,,
2022-10-29,12:58:15.350,67.000,45.96110091,-66.62690555,-20.554,0.411,0.026,-0.017,0.016,0.009,0.030,0.031,-0.497,-0.869,-9.745,0.000,-0.003,-9.796,253.668,-2.906,5.078,-0.099,-0.013,-0.112,-0.093,-0.003,-0.118,0.062,0.062,0.075,0.122,0.122,0.047,0.088,0.088,0.170,0.016,,,,
2022-10-29,12:58:16.350,68.000,45.96110088,-66.62690555,-20.556,0.419,0.022,-0.015,0.016,0.009,0.026,0.027,-0.494,-0.863,-9.752,0.004,0.003,-9.803,253.675,-2.911,5.076,0.150,-0.093,-0.025,0.151,-0.090,-0.025,0.062,0.062,0.075,0.122,0.122,0.047,0.089,0.088,0.170,0.016,,,,
2022-10-29,12:58:17.350,69.000,45.96110083,-66.62690555,-20.556,0.426,0.013,-0.015,0.015,0.010,0.017,0.020,-0.495,-0.859,-9.766,0.003,0.007,-9.816,253.683,-2.908,5.066,0.262,0.046,0.059,0.258,0.040,0.076,0.063,0.062,0.075,0.122,0.122,0.047,0.088,0.088,0.170,0.016,,,,
2022-10-29,12:58:18.350,70.000,45.96110078,-66.62690555,-20.555,0.430,0.000,-0.012,0.015,0.012,0.004,0.012,-0.495,-0.869,-9.757,0.003,-0.006,-9.808,253.683,-2.907,5.055,-0.258,0.097,0.127,-0.265,0.085,0.122,0.062,0.062,0.075,0.122,0.122,0.047,0.088,0.088,0.169,0.016,,,,
2022-10-29,12:58:19.350,71.000,45.96110075,-66.62690552,-20.553,0.433,-0.006,-0.006,0.015,0.007,-0.004,0.008,-0.501,-0.860,-9.745,-0.004,0.002,-9.796,253.688,-2.905,5.053,-0.344,-0.213,-0.252,-0.330,-0.190,-0.287,0.062,0.062,0.075,0.122,0.122,0.047,0.088,0.088,0.170,0.014,,,,
2022-10-29,12:58:20.350,72.000,45.96110077,-66.62690548,-20.552,0.435,-0.004,0.001,0.014,0.000,-0.004,0.004,-0.486,-0.868,-9.755,0.010,-0.004,-9.805,253.686,-2.902,5.060,0.093,0.045,0.184,0.083,0.028,0.192,0.063,0.062,0.075,0.122,0.122,0.047,0.088,0.087,0.169,0.014,,,,
2022-10-29,12:58:21.350,73.000,45.96110078,-66.62690544,-20.552,0.436,-0.000,0.005,0.014,-0.005,-0.002,0.005,-0.496,-0.861,-9.753,-0.000,0.002,-9.804,253.691,-2.901,5.058,0.029,-0.101,-0.066,0.032,-0.095,-0.074,0.062,0.062,0.075,0.122,0.122,0.047,0.087,0.087,0.169,0.014,,,,
2022-10-29,12:58:22.350,74.000,45.96110081,-66.62690539,-20.554,0.438,0.004,0.010,0.014,-0.011,0.001,0.011,-0.498,-0.865,-9.750,-0.003,-0.001,-9.801,253.706,-2.898,5.063,0.054,0.040,0.135,0.047,0.028,0.141,0.062,0.062,0.075,0.122,0.122,0.047,0.088,0.087,0.169,0.014,,,,
2022-10-29,12:58:23.350,75.000,45.96110082,-66.62690538,-20.554,0.441,0.008,0.010,0.014,-0.012,0.005,0.013,-0.496,-0.863,-9.754,-0.000,0.002,-9.804,253.705,-2.900,5.065,0.050,-0.128,-0.104,0.056,-0.118,-0.112,0.063,0.062,0.075,0.122,0.122,0.047,0.087,0.087,0.169,0.014,,,,
